id,aabb_scale,total_mass,cx,cy,cz,ixx,iyy,izz,ixy,iyz,izx,pixx,piyy,pizz,rx,ry,rz
stacked,0.64,492.83072,3.40531385595665E-16,6.8106277119133E-16,-0.139574468085106,74.5089251168223,61.8924586848224,21.0274440533333,-2.91138712295164E-28,-1.5425555249478E-13,-7.71277762473898E-14,74.5089251168223,61.8924586848224,21.0274440533333,0,0,0
component_name,mass,mass_density
lower:1,353.8944,2700
upper:1,138.93632,1060
