object,condition,seed,parameter,gt,estimate,signed_error,abs_error,abs_error_percent,l2,relative_residual,regressor_condition_number,frames
hammer,E_all,7,ixy,-4.736694527039731e-12,-0.023290964820764225,-0.02329096481602753,0.02329096481602753,491713465647.1836,0.06431146575387992,0.06621504236240151,252.52540222135335,600
hammer,E_all,7,iyz,8.79648952450325e-10,0.0013023059709451308,0.0013023050912961784,0.0013023050912961784,148048273.99254152,0.06431146575387992,0.06621504236240151,252.52540222135335,600
hammer,E_all,7,izx,-1.0880179826158104e-09,0.016027075205709517,0.0160270762937275,0.0160270762937275,1473052518.414745,0.06431146575387992,0.06621504236240151,252.52540222135335,600
hammer,E_all,8,mass,1.11609903217039,1.1223505943230891,0.006251562152699064,0.006251562152699064,0.5601261153808316,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,mx,5.463067398699198e-09,-8.627219279763176e-06,-8.632682347161875e-06,8.632682347161875e-06,158018.96109166415,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,my,-5.371818220316982e-09,-6.988408947599563e-06,-6.9830371293792465e-06,6.9830371293792465e-06,129993.92092175431,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,mz,0.17029925270232096,0.16990523656279827,-0.000394016139522696,0.000394016139522696,0.23136692220924,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,ixx,0.03294963581767361,0.059892167270182664,0.026942531452509057,0.026942531452509057,81.76882925685496,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,iyy,0.032218969073453105,-0.018974134063721428,-0.05119310313717453,0.05119310313717453,158.89118928809927,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,izz,0.0010008013920130541,-0.0012111770662458295,-0.002211978458258884,0.002211978458258884,221.02072158489082,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,ixy,-4.736694527039731e-12,-0.019151122757318395,-0.0191511227525817,0.0191511227525817,404314076900.173,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,iyz,8.79648952450325e-10,0.0007953814074917517,0.0007953805278427992,0.0007953805278427992,90420221.11516304,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,8,izx,-1.0880179826158104e-09,0.016511453145164067,0.01651145423318205,0.01651145423318205,1517571813.7934859,0.06348850536671102,0.06529966841547787,251.92066570337033,600
hammer,E_all,9,mass,1.11609903217039,1.1220684592866423,0.005969427116252257,0.005969427116252257,0.5348474413282109,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,mx,5.463067398699198e-09,-5.119191843917333e-05,-5.119738150657203e-05,5.119738150657203e-05,937154.4916096505,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,my,-5.371818220316982e-09,-1.5659808133402896e-05,-1.5654436315182578e-05,1.5654436315182578e-05,291417.83420695935,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,mz,0.17029925270232096,0.1596027540722251,-0.010696498630095863,0.010696498630095863,6.281001507853406,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,ixx,0.03294963581767361,0.05464491853069698,0.021695282713023373,0.021695282713023373,65.84377087830028,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,iyy,0.032218969073453105,-0.019377166801602074,-0.05159613587505518,0.05159613587505518,160.1421068359631,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,izz,0.0010008013920130541,-0.0020066316098197754,-0.0030074330018328294,0.0030074330018328294,300.50247989599137,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,ixy,-4.736694527039731e-12,-0.02151185068043575,-0.021511850675699055,0.021511850675699055,454153219146.7541,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,iyz,8.79648952450325e-10,0.0006577788872626925,0.0006577780076137401,0.0006577780076137401,74777330.8638011,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,9,izx,-1.0880179826158104e-09,0.015194675907455458,0.01519467699547344,0.01519467699547344,1396546494.4745152,0.06313488569853012,0.06598842004492385,252.42312874054684,600
hammer,E_all,10,mass,1.11609903217039,1.1219574794188552,0.005858447248465071,0.005858447248465071,0.5249038911065633,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,mx,5.463067398699198e-09,-3.205374899519151e-05,-3.205921206259021e-05,3.205921206259021e-05,586835.3751268706,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,my,-5.371818220316982e-09,-1.8268597326119067e-05,-1.826322550789875e-05,1.826322550789875e-05,339982.19520579884,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,mz,0.17029925270232096,0.15595791362188932,-0.014341339080431642,0.014341339080431642,8.421257787607535,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,ixx,0.03294963581767361,0.05486841157287514,0.021918775755201535,0.021918775755201535,66.5220577140482,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,iyy,0.032218969073453105,-0.016460028789191474,-0.04867899786264458,0.04867899786264458,151.08800580076212,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,izz,0.0010008013920130541,-0.00045504572186017835,-0.0014558471138732326,0.0014558471138732326,145.46813438627223,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,ixy,-4.736694527039731e-12,-0.023123969401050697,-0.023123969396314004,0.023123969396314004,488187896946.052,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,iyz,8.79648952450325e-10,-0.0011596328099945784,-0.0011596336896435308,0.0011596336896435308,131829144.61653006,0.062047135498403426,0.06606965280890323,253.85980188450728,600
hammer,E_all,10,izx,-1.0880179826158104e-09,0.014885914609809427,0.01488591569782741,0.01488591569782741,1368168167.7759337,0.062047135498403426,0.06606965280890323,253.85980188450728,600
loaded_dice,A_clean,1,mass,0.331015489,0.33101536819430516,-1.2080569483652326e-07,1.2080569483652326e-07,3.64954809823184e-05,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,mx,0.003629341209485096,0.0036292961086447843,-4.5100840311528e-08,4.5100840311528e-08,0.0012426729179846547,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,my,0.003629341209485096,0.0036292488648426964,-9.234464239940218e-08,9.234464239940218e-08,0.002544391311515826,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,mz,-0.003629341209485096,-0.004136222515947065,-0.0005068813064619689,0.0005068813064619689,13.966207011268622,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,ixx,0.0002554418103337478,0.00015917466740660531,-9.626714292714251e-05,9.626714292714251e-05,37.68652547574908,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,iyy,0.0002554418103337478,0.0001827568281480679,-7.268498218567993e-05,7.268498218567993e-05,28.454614415202144,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,izz,0.0002550237103337478,0.00025286525642038515,-2.1584539133626688e-06,2.1584539133626688e-06,0.8463738177669498,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,ixy,-5.96714751668739e-05,7.139494841879943e-05,0.00013106642358567331,0.00013106642358567331,219.6466958779556,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,iyz,5.96714751668739e-05,4.746822604121583e-05,-1.2203249125658069e-05,1.2203249125658069e-05,20.450724724889316,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,A_clean,1,izx,5.96714751668739e-05,6.0818911529360537e-05,1.1474363624866388e-06,1.1474363624866388e-06,1.9229227353233396,0.000537412742362124,6.796679296545333e-05,136.5001408774836,600
loaded_dice,B_control,1,mass,0.331015489,0.3310153681050934,-1.208949065856224e-07,1.208949065856224e-07,3.652243191122165e-05,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,mx,0.003629341209485096,0.003629297481623585,-4.3727861510998306e-08,4.3727861510998306e-08,0.0012048429449597574,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,my,0.003629341209485096,0.0036292461262564645,-9.508322863132149e-08,9.508322863132149e-08,0.0026198481526847456,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,mz,-0.003629341209485096,-0.00413554948800416,-0.0005062082785190643,0.0005062082785190643,13.947662931115849,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,ixx,0.0002554418103337478,0.0001563248911901976,-9.911691914355023e-05,9.911691914355023e-05,38.80215185370355,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,iyy,0.0002554418103337478,0.00018309216542678202,-7.234964490696581e-05,7.234964490696581e-05,28.323337049810792,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,izz,0.0002550237103337478,0.0002528374844792876,-2.1862258544602382e-06,2.1862258544602382e-06,0.85726376249453,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,ixy,-5.96714751668739e-05,7.107635632196253e-05,0.00013074783148883643,0.00013074783148883643,219.11278567053083,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,iyz,5.96714751668739e-05,4.712332235459614e-05,-1.254815281227776e-05,1.254815281227776e-05,21.028729015306393,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,B_control,1,izx,5.96714751668739e-05,6.007606807312395e-05,4.0459290625005493e-07,4.0459290625005493e-07,0.6780340273448798,0.0005371804877742418,6.796632331154462e-05,135.68234936009725,600
loaded_dice,C_record_joint,1,mass,0.331015489,0.3326596414647709,0.0016441524647708983,0.0016441524647708983,0.49669955618629624,0.024804905147332728,0.06711624530347413,251.98644075961528,600
loaded_dice,C_record_joint,1,mx,0.003629341209485096,0.0036347908518932904,5.449642408194601e-06,5.449642408194601e-06,0.15015514093721036,0.024804905147332728,0.06711624530347413,251.98644075961528,600
loaded_dice,C_record_joint,1,my,0.003629341209485096,0.0036195394573403815,-9.801752144714387e-06,9.801752144714387e-06,0.2700697338431012,0.024804905147332728,0.06711624530347413,251.98644075961528,600
loaded_dice,C_record_joint,1,mz,-0.003629341209485096,0.018948166724134005,0.022577507933619102,0.022577507933619102,622.0828142202214,0.024804905147332728,0.06711624530347413,251.98644075961528,600
loaded_dice,C_record_joint,1,ixx,0.0002554418103337478,-0.00842348200937246,-0.008678923819706209,0.008678923819706209,3397.6128686086076,0.024804905147332728,0.06711624530347413,251.98644075961528,600
loaded_dice,C_record_joint,1,iyy,0.0002554418103337478,-0.001790882391035308,-0.002046324201369056,0.002046324201369056,801.0921151456876,0.024804905147332728,0.06711624530347413,251.98644075961528,600
loaded_dice,C_record_joint,1,izz,0.0002550237103337478,-0.003830951168266419,-0.004085974878600167,0.004085974878600167,1602.1941149130323,0.024804905147332728,0.06711624530347413,251.98644075961528,600
loaded_dice,C_record_joint,1,ixy,-5.96714751668739e-05,0.000801294869665253,0.000860966344832127,0.000860966344832127,1442.8440765447758,0.024804905147332728,0.06711624530347413,251.98644075961528,600
