id,aabb_scale,total_mass,cx,cy,cz,ixx,iyy,izz,ixy,iyz,izx,pixx,piyy,pizz,rx,ry,rz
lodge-l5sk3-cast-iron-skillet-1.snapshot.5,0.16149999999999998,1.5876844913139316,0.03883419175783022,5.53231960954999E-06,-0.004754687351916964,0.005007884966535051,0.0089207936339786,0.013001628941371522,3.479468028181478E-07,-2.5097294368324125E-07,0.0006586236870684876,0.00495398281553925,0.008920793656087219,0.013055531070258712,-5.381158819617906E-05,-0.08165854468342164,9.697215360020659E-05
component_name,mass,mass_density
Lodge L5SK3 Cast Iron Skillet:1,1.5876844913139316,7.150000000000001E-09
