id,aabb_scale,total_mass,cx,cy,cz,ixx,iyy,izz,ixy,iyz,izx,pixx,piyy,pizz,rx,ry,rz
skewed,0.147089973620841,0.23127260989888,-6.17924914804E-18,-7.24596793668561E-18,2.44326178227233E-18,0.00191056122926726,0.00156806458624016,0.000528530695002621,0.00017713295323183,-0.000782336315715934,0.000342329533798655,0.00199418838440596,0.00198291614198621,3.00519841178752E-05,0.491597071870864,0.202147240722296,0.696562878800669
component_name,mass,mass_density
lod:1,0.23127260989888,1000
