id,aabb_scale,total_mass,cx,cy,cz,ixx,iyy,izz,ixy,iyz,izx,pixx,piyy,pizz,rx,ry,rz
loaded_dice_filled,0.0345,0.28372675911247613,0.012510774178584547,0.012510774178584549,0.012530518536667761,0.00010955355492982598,0.00010955355492982553,0.00011249569824281612,-1.3952334374765321e-05,-1.388224898366619e-05,-1.3882248983666177e-05,8.267582461109519e-05,0.00012350588930459106,0.00012542109418678136,-0.43569896000304886,0.3993643664340309,2.2666560577614376
