id,aabb_scale,total_mass,cx,cy,cz,ixx,iyy,izz,ixy,iyz,izx,pixx,piyy,pizz,kx,ky,kz,rx,ry,rz
skewed,0.115777137876686,0.23127260989888,-8.2998966210563E-18,3.9707044784626E-18,-3.46437895361299E-18,0.00142188052774129,0.00119538672512969,0.00138988925763904,-0.000666757405244464,0.000694777039304346,0.000579913748123901,0.0019829161419862,3.0051984117875E-05,0.00199418838440594,9.25955409865809,1.13992026551766,9.28583559904172,0.716302751362767,0.000698946651197568,0.565683811858681
component_name,mass,mass_density
lod:1,0.23127260989888,1000
