frame,source_index,time_s,qpos_J1_m,qpos_J2_m,qpos_J3_m,qpos_J4_rad,qpos_J5_rad,qpos_J6_rad,qvel_J1_ms,qvel_J2_ms,qvel_J3_ms,qvel_J4_rads,qvel_J5_rads,qvel_J6_rads,qacc_J1_ms2,qacc_J2_ms2,qacc_J3_ms2,qacc_J4_rads2,qacc_J5_rads2,qacc_J6_rads2
72,144,2.400000,-0.0212439135066,-0.000219293557901,-0.000742254506231,-0.0257138371206,-0.0122161696747,-0.0153550617281,-0.038555452493,0.013835111284,-0.00646675445528,-0.0354305282433,-0.00659215340053,-0.0121769296582,-0.00181208763449,0.106179638523,-0.0321451211361,0.0417024542663,-0.0096808643532,0.0992967941984
73,146,2.433333,-0.0225314109758,0.000303575782346,-0.00097636924914,-0.0268719401152,-0.0124420670135,-0.0157046406653,-0.0385403651573,0.0175362878479,-0.00756471528845,-0.0338908209024,-0.00695079338085,-0.00871491423674,0.00273087192027,0.115436109665,-0.0335815681148,0.0505097355488,-0.0117821765851,0.107907725368
74,148,2.466667,-0.0238158555353,0.000955081337484,-0.00124789707327,-0.0279737473408,-0.0126810872168,-0.0159340242593,-0.0383720751329,0.0215371413548,-0.00870633316159,-0.0320592325597,-0.00737748356668,-0.00498338347691,0.00736520524289,0.124103292104,-0.0347548067809,0.0591694894771,-0.0137524817689,0.115412821564
75,150,2.500000,-0.0250920802617,0.00174487042837,-0.00155814302045,-0.0290096139954,-0.0129354244668,-0.0160348606349,-0.0380474617905,0.0258152906203,-0.00988229161188,-0.0299423584063,-0.00786741371638,-0.0010219878512,0.0120958136626,0.132019169771,-0.0356335078689,0.0675816760843,-0.0155663862196,0.121650924801
76,152,2.533333,-0.0263548105155,0.00268175293956,-0.00190808397121,-0.0299701712309,-0.0132070990116,-0.016000208997,-0.0375631704373,0.0303429625729,-0.0110822619934,-0.0275501305075,-0.00841500082596,0.0031244829111,0.016931750007,0.139023197713,-0.036188454188,0.0756466860493,-0.0172030633715,0.126475876913
77,154,2.566667,-0.0275986538935,0.00377352257291,-0.00229833611852,-0.0308464370719,-0.0134979339788,-0.015824702287,-0.0369154812678,0.0350870830733,-0.0122949822664,-0.0248957803572,-0.00901404774272,0.0074066522018,0.0218857378193,0.144958808518,-0.0363930334099,0.083266724078,-0.0186465989179,0.129759573217
78,156,2.600000,-0.0288180861034,0.0050267825385,-0.00272912534382,-0.0316299253108,-0.0138095376539,-0.015504689735,-0.036100197093,0.0400094520639,-0.013508351942,-0.0219957551936,-0.00965791109731,0.0117712071151,0.0269735287152,0.149675950708,-0.0362237116957,0.0903471916829,-0.0198862026277,0.131394781269
79,158,2.633333,-0.0300074334783,0.00644677850886,-0.0032002610224,-0.0323127508431,-0.0141432914576,-0.0150383561702,-0.0351125550905,0.045067003446,-0.0147095424124,-0.0188695884529,-0.0103396739978,0.0161616384109,0.03221310825,0.153033618708,-0.0356604803333,0.0967980478772,-0.0209162810802,0.131297666741
80,160,2.666667,-0.0311608530117,0.00803724165317,-0.00371111375557,-0.0328877299239,-0.014500343704,-0.0144258152787,-0.0339471674028,0.050212148718,-0.0158851216362,-0.0155397254587,-0.0110523187914,0.0205190591695,0.0376237647662,0.15490233321,-0.0346872677647,0.102535126406,-0.0217363688592,0.12940997264
81,162,2.700000,-0.0322723109528,0.00980024451278,-0.00426059748809,-0.0333484738822,-0.0148816090619,-0.013669174384,-0.0325979948635,0.055393202025,-0.0170211919016,-0.0120313061472,-0.0117888951742,0.0247830897402,0.0432250395803,0.155166530558,-0.0332923097223,0.107481388608,-0.0223509191306,0.125700803467
82,164,2.733333,-0.0333355611272,0.011736072378,-0.00484715642298,-0.033689474897,-0.0152877734876,-0.0127725687644,-0.0310583574557,0.0605548829005,-0.0181035391532,-0.00837190731592,-0.0125426790165,0.0288927950695,0.0490355804484,0.153726820334,-0.0314684706581,0.111568091805,-0.0227689579284,0.120167972209
83,166,2.766667,-0.0343441242619,0.0138431126791,-0.00546875709141,-0.0339061825343,-0.0157193042428,-0.0117421640101,-0.0293209843213,0.0656388916331,-0.0191177921497,-0.00459124753754,-0.0133073174709,0.0327876592104,0.0550719234444,0.150502071589,-0.0292135102386,0.114735854293,-0.0230036098059,0.112838875307
84,168,2.800000,-0.0352912696675,0.0161177647146,-0.0061228858743,-0.0339950698592,-0.0161764644715,-0.0105861254458,-0.0273781052534,0.0705845509028,-0.0200495895258,-0.000720858485574,-0.0140769562433,0.0364085807807,0.0613472311041,0.145431290075,-0.0265302893772,0.11693559945,-0.0230715057081,0.103770868758
85,170,2.833333,-0.036170000683,0.0185543718045,-0.00680655220483,-0.0339536880727,-0.0166593316753,-0.00931455420194,-0.0252215846349,0.0753295061151,-0.0208847526552,0.00320627302345,-0.0148463453141,0.0396988723842,0.0678700168758,0.138475251433,-0.0234269110843,0.118129363288,-0.0229920869106,0.0930511271304
86,172,2.866667,-0.0369730453019,0.0211451776892,-0.00751629760857,-0.033780708774,-0.0171678193147,-0.00793939009225,-0.0228430977568,0.0798104757443,-0.0216094620756,0.00715608747821,-0.0156109199114,0.0426052465538,0.074642887502,0.129617858531,-0.0199167923125,0.118290951778,-0.0227868215796,0.0807959764401
87,174,2.900000,-0.0376928533784,0.0238803086811,-0.00824821066101,-0.0334759531157,-0.0177017006628,-0.00647428204175,-0.0202343483764,0.083964041996,-0.0222104351184,0.0110938543988,-0.0163668541269,0.0450787706273,0.081661335895,0.118867194942,-0.0160186639546,0.117406436572,-0.0224783528811,0.0671497012192
88,176,2.933333,-0.0383216017563,0.0267477827445,-0.0089979478624,-0.0330404073018,-0.0182606339647,-0.00493442739362,-0.0173873252784,0.0877274712354,-0.0226751023125,0.0149845877891,-0.0171110852344,0.0470757731395,0.0889126173269,0.106256250885,-0.0117564971953,0.115474480227,-0.0220895995418,0.0522828357532
89,178,2.966667,-0.0388512085713,0.0297335463091,-0.00976076034763,-0.0324762240642,-0.018844187902,-0.00333638199848,-0.0142945945188,0.0910395529169,-0.022991780089,0.0187934695107,-0.0178413074929,0.0485586848076,0.0963747412992,0.09184330275,-0.00715935551115,0.112506484631,-0.0216428312961,0.0363899589844
90,180,3.000000,-0.0392733578466,0.0328215392395,-0.0105315262663,-0.0317867099553,-0.0194518663335,-0.00169784354158,-0.0109496229594,0.0938414452033,-0.023149837306,0.0224862746079,-0.0185559349867,0.0494967979932,0.104015610299,0.0757119324895,-0.00226117273721,0.108526559119,-0.0211587427035,0.0196870219395
91,182,3.033333,-0.0395795353396,0.0359937879823,-0.0113047885855,-0.0309762984893,-0.0200831312819,-3.74110837634e-05,-0.00734712769659,0.0960775150984,-0.0231398531503,0.0260297925438,-0.0192540338475,0.0498669296393,0.111792334772,0.0579706786457,0.00289954123967,0.103571307533,-0.0206555493557,0.00240824550162
92,184,3.066667,-0.0397610764011,0.0392305265004,-0.0120747979879,-0.0300505093728,-0.020737423161,0.00162567572949,-0.00348344504322,0.0976961607344,-0.0229537640394,0.0293922383294,-0.0199352250084,0.0496539740866,0.119650751079,0.038752316457,0.00828006447006,0.097689436343,-0.0201481304997,-0.0151973652464
93,186,3.100000,-0.0398092263823,0.0425103441929,-0.0128355604593,-0.0290158942572,-0.0214141772906,0.00327181391025,0.000643088115985,0.0986506034676,-0.0225849972587,0.0325436476453,-0.0205995594346,0.0488513338465,0.127525166003,0.0182127703005,0.0138338928083,0.0909411887341,-0.0196472415702,-0.0328698361897
94,188,3.133333,-0.0397152138719,0.0458103595892,-0.0135808890865,-0.0278799696469,-0.0221128358218,0.0048813265738,0.00503174850068,0.098899637642,-0.0220285892126,0.0354562502657,-0.0212473685409,0.047461218324,0.135338347535,-0.00347033244625,0.0195112307822,0.083397612302,-0.0191588190546,-0.0503423081149
95,190,3.166667,-0.0394703367729,0.0491064182056,-0.0143044595204,-0.0266511377764,-0.0228328543012,0.00643476004122,0.00967904463589,0.0984083262802,-0.0212812863474,0.0381048163922,-0.0218790932347,0.0454948026154,0.143001777344,-0.026099451282,0.0252595375816,0.075139670615,-0.0186833985274,-0.0673453228449
96,192,3.200000,-0.0390660609359,0.052373312572,-0.014999868494,-0.0253385964454,-0.0235737022263,0.00791318382711,0.0145783480048,0.09714863155,-0.0203416270187,0.0404669708913,-0.0224950956807,0.0429722408058,0.150416175456,-0.0494592457651,0.0310241213459,0.0662572113514,-0.018215664605,-0.0836112403053
97,194,3.233333,-0.0384941307651,0.0555850220744,-0.0156606947352,-0.0239522389632,-0.0243348570912,0.00929848859532,0.0197195463473,0.0950999696277,-0.0192100028143,0.0425234708893,-0.0230954584705,0.0399225306363,0.157472302531,-0.0733189862441,0.0367487740927,0.0568478059724,-0.0177441490305,-0.0988787117716
98,196,3.266667,-0.0377466908996,0.0587149699288,-0.0162805615673,-0.0225025454911,-0.0251157915888,0.0105736771028,0.0250887283845,0.0922496805243,-0.0178886981156,0.0442584427141,-0.0236797763744,0.0363832289439,0.16405203955,-0.0974352313981,0.0423764388912,0.0470154779061,-0.0172510901428,-0.11289713236
99,198,3.300000,-0.0368164177705,0.0617362943055,-0.0168532004527,-0.0210004672023,-0.0259159538122,0.0117231431749,0.0306679091526,0.0885934045401,-0.0163819069683,0.0456595747699,-0.0242469462368,0.0324000198665,0.170029739121,-0.121554737312,0.0478499002763,0.0368693379544,-0.0167124636746,-0.125430994987
100,200,3.333333,-0.0356966595255,0.0646221303626,-0.0173725147126,-0.0194573047752,-0.0267347404916,0.0127329338663,0.0364348048355,0.0841353582665,-0.0146957266454,0.0467182635781,-0.0247949608554,0.0280261403945,0.17527383678,-0.145417558786,0.053112488414,0.0265221470783,-0.0160981912151,-0.136264068582
101,202,3.366667,-0.0343815825279,0.0673458997374,-0.0178326426386,-0.017884582824,-0.0275714634978,0.013590990155,0.0423626655053,0.0788885044176,-0.0128381276042,0.0474297109147,-0.0253207128257,0.0233216704016,0.179648704983,-0.168760300137,0.0581087871922,0.0160888278321,-0.0153725288505,-0.145203325243
102,204,3.400000,-0.0328663223647,0.0698816038741,-0.0182280192063,-0.0162939219209,-0.0284253100473,0.0142873617994,0.0484201735058,0.072874611257,-0.0108188998758,0.0477929706936,-0.0258198143561,0.0183526967503,0.183016726886,-0.191319469949,0.0627853362173,0.0056849464922,-0.0144946345165,-0.152082544372
103,206,3.433333,-0.0311471370543,0.0722041174535,-0.0185534356102,-0.014696909902,-0.0292952972389,0.0148143923463,0.0545714143611,0.0661241989367,-0.00864957625706,0.0478109449934,-0.0262864389379,0.0131903633971,0.185240561675,-0.212834892149,0.0670913166622,-0.00457481165239,-0.013419308558,-0.156765526398
104,208,3.466667,-0.0292215599325,0.0742894781255,-0.0188040958571,-0.0131049741537,-0.0301802217485,0.0151668707127,0.0607759260642,0.0586763716847,-0.00634333301032,0.0474903293748,-0.0267131905075,0.00790982157562,0.186185568274,-0.233053124381,0.0709792110227,-0.0145781513163,-0.012097897964,-0.159148854629
105,210,3.500000,-0.0270885495166,0.0761151687391,-0.0189756696811,-0.0115292565596,-0.0310786056873,0.0153421462673,0.0669888314163,0.0505785364245,-0.00391486910609,0.0468415083862,-0.0270910053493,0.00258909607791,0.185722349758,-0.251730834077,0.0744054271192,-0.0242166383097,-0.0104793508196,-0.159164150768
106,212,3.533333,-0.0247486335163,0.0776603883097,-0.0190643410878,-0.00998049274718,-0.0319886397986,0.0153402049019,0.0731610567633,0.0418860100659,-0.00138026535651,0.0458784028847,-0.0274090914805,-0.0026921146646,0.183729376912,-0.268638082779,0.0773308770964,-0.0333871111223,-0.00851140377123,-0.15677977774
107,214,3.566667,-0.0222040440707,0.0789063080683,-0.0190668518812,-0.0084688972044,-0.032908125314,0.0151637041977,0.0792396390318,0.0326615193445,0.00124317491029,0.0446182715077,-0.0276549096204,-0.00785368559586,0.180095646102,-0.283561470205,0.0797215027516,-0.0419930124101,-0.0061418818212,-0.15200195249
108,216,3.600000,-0.0194588412514,0.0798363090898,-0.0189805395898,-0.00700405574982,-0.0338344159166,0.0148179664485,0.0851681214257,0.0229745986793,0.00393710170812,0.0430814692957,-0.027814199107,-0.0128163389566,0.174723324146,-0.296307091269,0.081548739228,-0.049945621109,-0.00332008661988,-0.144875241138
109,218,3.633333,-0.0165190218891,0.0804361982101,-0.0188033692747,-0.0055948267279,-0.0347643613561,0.0143109289902,0.0908870365357,0.0129008930418,0.00668230860369,0.0412911670819,-0.0278710512786,-0.0175029241733,0.16753033116,-0.306703261708,0.0827899099504,-0.0571651675205,1.75330663457e-06,-0.135482419294
110,220,3.666667,-0.0133926108488,0.0806943991952,-0.0185339587797,-0.00424925217111,-0.03569425433,0.0136530519931,0.0963344739579,0.00252137426102,0.00945893487883,0.0392730358269,-0.027808031912,-0.0218396823794,0.15845281152,-0.314602971139,0.083428546635,-0.0635818155989,0.00386699921926,-0.12394369106
111,222,3.700000,-0.0100897320027,0.0806021164335,-0.0181715970691,-0.00297448002281,-0.0366197822818,0.0128571845873,0.101446727854,-0.00807851950175,0.0122466770541,0.0370549005658,-0.0276063533176,-0.025757474202,0.147447443147,-0.319886026159,0.0834546292662,-0.0691364988059,0.00831311627648,-0.110415271305
112,224,3.733333,-0.00662265633129,0.0801534687621,-0.0177162553827,-0.00177669835138,-0.0375359857689,0.0119383909001,0.106159018236,-0.0188098101931,0.0150250070321,0.0346663690519,-0.0272460956503,-0.0291929497836,0.134493536286,-0.322460850541,0.0828647420731,-0.0737815982311,0.0133702168085,-0.0950873468188
113,226,3.766667,-0.00300582481766,0.0793455914258,-0.0171685910385,-0.000661082311168,-0.0384372250231,0.0109137382761,0.110406278157,-0.0295809602932,0.0177733940062,0.0321384405183,-0.0267064759217,-0.0320896407146,0.119594874883,-0.322265914495,0.0816621427571,-0.0774814541766,0.0190596650184,-0.0781814428648
114,228,3.800000,0.000744155914125,0.0781787045756,-0.0165299438017,0.000368245580381,-0.0393171562537,0.00980205061205,0.114123997465,-0.040298894448,0.0204715272102,0.0295031002272,-0.0259661621277,-0.0343989546115,0.102781256453,-0.319270770377,0.0798567434841,-0.0802127050329,0.0253927752893,-0.0599472321835
115,230,3.833333,0.00460854692954,0.0766561471543,-0.0158023248449,0.00130824147164,-0.0401687191439,0.00862363035977,0.117249112377,-0.0508700488694,0.0230995365556,0.0267929056413,-0.0250036288353,-0.0360810544845,0.0841096900475,-0.31347667798,0.0774650034476,-0.0819644499702,0.0323696355436,-0.040658833518
116,232,3.866667,0.00856654061502,0.074784375473,-0.014988398417,0.00215695233066,-0.0409841368477,0.00739995331852,0.119720928832,-0.0612014346025,0.0256382082191,0.0240405701173,-0.0237975495487,-0.0371056067668,0.0636652164834,-0.304916808594,0.0745097341178,-0.0827382347151,0.0399780857242,-0.0206106560125
117,234,3.900000,0.0125953555218,0.0725729262514,-0.0140914564385,0.00291351423956,-0.0417549296238,0.00615334084303,0.12148206649,-0.0712017005013,0.028069192302,0.0212785500042,-0.0223272201985,-0.0374523839011,0.041561320279,-0.293656023223,0.0710198195854,-0.0825478624058,0.0481928794603,-0.000112854239843
118,236,3.933333,0.0166703628796,0.07003434437,-0.0131153863339,0.00357813703985,-0.0424719430401,0.00490661452781,0.122479409331,-0.0807821817051,0.0303751997832,0.018538640916,-0.0205730072068,-0.0371117096671,0.0179399087962,-0.279790226677,0.067029855672,-0.0814190341954,0.0569750543599,0.0205135340291
119,238,3.966667,0.0207652447542,0.0671840760506,-0.012064632505,0.00415207572877,-0.0431253914468,0.00368273878079,0.122665048056,-0.0898579195702,0.0325401861341,0.0158515887487,-0.0185168127793,-0.0360847379504,-0.00702915931227,-0.263445305515,0.0625797126958,-0.0793888268489,0.066271533191,0.0409416890206
120,240,4.000000,0.0248521833236,0.0640403286524,-0.0109441519287,0.00463758918803,-0.0437049171619,0.0025044569656,0.121997199076,-0.0983486393821,0.0345495191409,0.0132467207304,-0.0161425493952,-0.0343835583489,-0.0331490071143,-0.244775664011,0.0577140279242,-0.0765050170129,0.0760149745014,0.0608442659457
121,242,4.033333,0.0289020802312,0.0606238987088,-0.00975936444803,0.00503788699725,-0.0441996655347,0.00139392696489,0.120441084575,-0.106179672746,0.0363901287051,0.0107516014297,-0.0134366149151,-0.0320311248556,-0.0601971371138,-0.223962378249,0.0524816348009,-0.0728252640992,0.0861238870663,0.0798987211179
122,244,4.066667,0.0328848044588,0.056957970265,-0.00851609838937,0.00535706524167,-0.0445983757584,0.000372362094259,0.117969758212,-0.113282812321,0.0380506366409,0.00839171821444,-0.0103883593189,-0.0290610067856,-0.0879272891364,-0.201210994112,0.0469349369882,-0.068416165764,0.0965030179889,0.0977926185112
123,246,4.100000,0.0367694666489,0.0530678859649,-0.00722053220416,0.00560003236568,-0.0448894869976,-0.000540316725635,0.114564861255,-0.119597087508,0.0395214647738,0.0061902001583,-0.00699053384095,-0.0255169640907,-0.116071745935,-0.176749000168,0.0411292360932,-0.0633522017657,0.107044019415,0.114228827559
124,248,4.133333,0.0405247173086,0.0489808937035,-0.00587913288323,0.00577242624795,-0.0450612590903,-0.00132581175241,0.110217294548,-0.125069450828,0.040794919952,0.0041675738338,-0.00323971318871,-0.0214523521707,-0.144344066151,-0.150823011234,0.0351220226474,-0.0577145835118,0.117626393718,0.128930524003
125,250,4.166667,0.0441190658497,0.0447258719796,-0.00449859193339,0.00588052377901,-0.0451019067674,-0.00196775659361,0.104927792457,-0.12965536598,0.04186525491,0.00234155883676,0.000863318380299,-0.0169293641945,-0.172442216497,-0.123695702593,0.0289722404583,-0.0515900278341,0.128118711786,0.141645908147
126,252,4.200000,0.0475212169783,0.0403330373635,-0.0030857597353,0.00593114430647,-0.0449997460361,-0.00245199651419,0.0987073860698,-0.133319289978,0.0427287042726,0.000726905247961,0.00531322607636,-0.0120181217454,-0.200052067526,-0.095642538456,0.0227395348535,-0.0450694744565,0.138380093759,0.152152558888
127,254,4.233333,0.0507004205387,0.0358336377213,-0.00164757911984,0.00593154837586,-0.0447433510751,-0.00276683603306,0.0915777441822,-0.136035043258,0.0433834953376,-0.000664725421176,0.0100998372041,-0.00679562723734,-0.2268512103,-0.0669483411429,0.0164834955712,-0.038246767212,0.148261936351,0.160261347374
128,256,4.266667,0.0536268305626,0.0312596350179,-0.000191019005897,0.00588933323533,-0.0443217197198,-0.00290324945193,0.0835713821716,-0.137786063254,0.0438298336415,-0.00182483492754,0.0152079152947,-0.00134459398588,-0.252513044695,-0.0379037496889,0.0102629051302,-0.0312173193349,0.157609865842,0.16581984092
129,258,4.300000,0.0562718689708,0.0266433816402,0.00127699106341,0.00581232659039,-0.0437244453618,-0.00285505052751,0.0747317305905,-0.138565538579,0.0440698636703,-0.00274811844715,0.0206170028625,0.00424782799903,-0.276711084267,-0.00880161799185,0.00413500341466,-0.0240767830879,0.166265890988,0.168715135869
130,260,4.333333,0.058608589133,0.0220172942522,0.00274962466728,0.00570848008986,-0.0429418928649,-0.00261901813381,0.0651130572403,-0.138376422641,0.044107605432,-0.00343245065589,0.0263013389683,0.0098914105338,-0.299123417493,0.0200665966901,-0.00184522104434,-0.016919743597,0.174070725665,0.168876067235
131,262,4.366667,0.0606120343197,0.0174135292035,0.00422021974725,0.00558576399754,-0.0419653759134,-0.0021949754549,0.054780238568,-0.137231327218,0.0439488679522,-0.00387882887067,0.0322298566958,0.0154942685553,-0.319437261028,0.0484144042023,-0.00762570302617,-0.00983845605945,0.180866247025,0.166274753048
132,264,4.400000,0.0622595859746,0.0128636634666,0.00568233659266,0.00545206445554,-0.0407873330529,-0.00158582098957,0.0438083784357,-0.135152298201,0.0436011410814,-0.00409127500571,0.038366264446,0.0209643214225,-0.337353537391,0.0759637611103,-0.0131579263261,-0.00292164448874,0.186498051426,0.160927442222
133,266,4.433333,0.0635312967124,0.00839838497803,0.00712981187456,0.00531508467698,-0.0394014995804,-0.000797510424385,0.0322822746054,-0.132170477346,0.0430734673041,-0.00407669868427,0.0446692136403,0.0262107706104,-0.35259140734,0.102448411302,-0.0183974944316,0.00374662112654,0.190818067503,0.15289464626
134,268,4.466667,0.0644102029938,0.00404719610275,0.00855680809283,0.00518225131846,-0.0378030723738,0.00016101077098,0.0202957356341,-0.128325655448,0.0423762955259,-0.0038447243848,0.0510925540328,0.0311455697197,-0.364892686117,0.12761704178,-0.0233046382443,0.0100879539062,0.193687183462,0.14228054699
135,270,4.500000,0.0648826125639,-0.000161866263072,0.00995785787108,0.00506062717813,-0.0359888647354,0.00127792336617,0.0079507532386,-0.123665723827,0.0415213190562,-0.00340748598371,0.0575856763646,0.0356848626686,-0.374026072849,0.15123621089,-0.0278446538921,0.0160305718265,0.194977844186,0.129231684666
136,272,4.533333,0.0649383619416,-0.00420249069125,0.0113279026116,0.00495683124598,-0.0339574483589,0.00253869754944,-0.00464346246657,-0.1182460324,0.0405213002234,-0.0027793924785,0.0640939406007,0.039750366279,-0.379791123596,0.173093009948,-0.0319882647501,0.0215101005074,0.194576572882,0.113934942827
137,274,4.566667,0.0645710395405,-0.00805032835783,0.0126623251077,0.00487696700043,-0.0317092796129,0.00392630101981,-0.0173715751696,-0.112128663817,0.0393898842356,-0.00197686902798,0.0705591864716,0.0432706742171,-0.382021900992,0.192997423439,-0.0357119029549,0.026470247527,0.192386372064,0.0966148582561
138,276,4.600000,0.0637781703565,-0.0116832046884,0.0139569757989,0.00482655970224,-0.029246807468,0.00542144899693,-0.0301133301308,-0.105381634253,0.0381414050363,-0.00101807772708,0.076920321548,0.0461824603875,-0.380590236921,0.21078435777,-0.0389979069247,0.0308633409824,0.188328959407,0.0775302958357
139,278,4.633333,0.0625613585905,-0.0150813032528,0.0152081924509,0.00481050328565,-0.0265745605795,0.00700289244643,-0.0427448636029,-0.0980780323533,0.0367906859986,7.73772615731e-05,0.083113980611,0.0484315613912,-0.375408549357,0.226315313708,-0.0418346326855,0.0346507273262,0.182346795622,0.0569705389738
140,280,4.666667,0.0609263850716,-0.0182273200471,0.0164128131334,0.00483301729018,-0.0236992112677,0.00864774016782,-0.0551400981106,-0.0902951085524,0.0353528383571,0.00128875547042,0.0890752486929,0.049973919523,-0.366432160167,0.239479683147,-0.0442164781091,0.0378030258621,0.174404863885,0.0352508563648
141,282,4.700000,0.0588832569004,-0.0211065867177,0.0175681824722,0.00489761411657,-0.020629614417,0.0103318098092,-0.0671722061307,-0.0821133275745,0.0338430602792,0.00259449198714,0.0947384388588,0.0507763699651,-0.353661067345,0.250195656636,-0.0461438204956,0.0403002396323,0.164492163473,0.0127076149326
142,284,4.733333,0.056446207341,-0.0237071617171,0.0186721512415,0.00500707673087,-0.0173768196303,0.0120300023681,-0.0787151232837,-0.0736153972404,0.0322764394449,0.00397251064508,0.100037914616,0.050817258303,-0.33714113266,0.258410733969,-0.0476228692355,0.0421317247428,0.152622884133,-0.0103069832258
143,286,4.766667,0.0536336446397,-0.0260198888219,0.0197230694633,0.00516344678265,-0.013954055333,0.0137166943181,-0.0896450909799,-0.064885286886,0.0306677619243,0.00540053388266,0.104908945796,0.0500868772038,-0.316964654009,0.264101836168,-0.0486654365675,0.043296022405,0.138837232217,-0.0334304553943
144,288,4.800000,0.0504680491349,-0.0280384228881,0.0207197732674,0.00536802295101,-0.0103766839079,0.0153661411782,-0.0998422075893,-0.0560072486465,0.0290313300179,0.00685638478914,0.109288585865,0.0485877140105,-0.293270300658,0.267275023056,-0.0492886306678,0.0438005600909,0.123201884743,-0.0562957944959
145,290,4.833333,0.0469758187322,-0.0297592231576,0.0216615658537,0.00562136918562,-0.00666212735598,0.016952886116,-0.109191966625,-0.0470648546219,0.0273807915692,0.00831827710097,0.113116557922,0.0463345040713,-0.266242399007,0.267964826474,-0.0495144764583,0.0436612301686,0.105810053152,-0.0785373334644
146,292,4.866667,0.0431870635391,-0.0311815148576,0.0225481929799,0.00592333237435,-0.00282976341353,0.0184521670557,-0.117586760189,-0.0381400625144,0.0257289830551,0.00976508922279,0.116336136138,0.0433540877901,-0.236109566256,0.266233214735,-0.0493694705854,0.0429018561732,0.086781144619,-0.0997966218971
147,294,4.900000,0.0391353511845,-0.0323072202453,0.0233798134692,0.00627306884326,0.00109920749651,0.0198403157486,-0.124927325998,-0.0293123217129,0.0240877885331,0.0111766187132,0.118895009067,0.0396850725992,-0.203142699337,0.262168209208,-0.0488840779723,0.0415535584513,0.066260015133,-0.11972821853
148,296,4.933333,0.0348574050613,-0.0331408606381,0.0241569652989,0.00666907898325,0.00510192364617,0.0210951423576,-0.131124116721,-0.020657731025,0.0224680162599,0.0125338140904,0.120746111216,0.0353773042631,-0.167652336458,0.255882178776,-0.0480921781854,0.039654032265,0.0444158152031,-0.138005304061
149,298,4.966667,0.030392758432,-0.033689431328,0.0248805278854,0.00710924919962,0.00915405043113,0.0221962993066,-0.136098571127,-0.0122482583188,0.0208792945089,0.0138189812695,0.121848409366,0.0304911550729,-0.129985418495,0.247509842338,-0.0470304705547,0.0372467525437,0.02144043575,-0.154325021442
150,301,5.016667,0.0234380646367,-0.0339987610799,0.0258680447608,0.00784630243945,0.0152686128223,0.0235208330259,-0.141126647705,-0.000239006946826,0.0185723676456,0.0155767914454,0.122024888731,0.0222330066763,-0.0702421090672,0.231383057716,-0.0450175370541,0.0327907993309,-0.0146732041988,-0.174544381574
151,303,5.050000,0.0186944804784,-0.0338800840857,0.0264633472804,0.00838404784264,0.0193301273683,0.0241638390669,-0.142783689432,0.00727610498143,0.0170949542643,0.0166149189549,0.121121617261,0.0162257078687,-0.028854867183,0.218510084092,-0.0434546628891,0.0293344533078,-0.0395062587121,-0.18484663969
152,305,5.083333,0.0139187965746,-0.0335179437004,0.0270102174202,0.00895446600982,0.0233475703749,0.0246010303191,-0.143045330856,0.0143362509248,0.0156719824506,0.0175320938419,0.119383267922,0.00992006922391,0.0132673756668,0.204163883687,-0.0417634175959,0.0255553645791,-0.0646510117988,-0.192387905496
153,307,5.116667,0.00915792935754,-0.0329283143957,0.0275105367712,0.00955334935589,0.0272929345205,0.0248240126608,-0.141894620532,0.0208956306459,0.0143070458652,0.0183185123337,0.116803834082,0.00341074452919,0.0556678729255,0.188549022576,-0.0399852112885,0.0215119794967,-0.0898422449815,-0.1970276916
154,309,5.150000,0.00445910453946,-0.0321285842512,0.0279662839402,0.0101761957246,0.0311381614108,0.0248276224411,-0.139330039393,0.0269154127425,0.0130023662846,0.0189663377502,0.113386307724,-0.00320366432268,0.0978799342006,0.171877877276,-0.0381607039154,0.0172635287527,-0.114806732044,-0.198670342165
155,311,5.183333,-0.000130662619639,-0.0311373184658,0.0283794892794,0.0108182743369,0.0348554458512,0.0246100329595,-0.135365735279,0.032363946197,0.0117588291003,0.0194697116603,0.109142888461,-0.00982213507187,0.13943279435,0.154367684509,-0.0363291838735,0.0128691326309,-0.139266763454,-0.197266759653
156,313,5.216667,-0.004565091574,-0.0299740174504,0.0287521911411,0.0114746916208,0.0384175451019,0.0241728091092,-0.130031559004,0.037216873543,0.0105760390442,0.0198247358062,0.10409507227,-0.0163427981463,0.17985761762,0.136237605409,-0.0345279793658,0.00838694696296,-0.162943817985,-0.192815388478
157,315,5.250000,-0.0087991585987,-0.0286588727694,0.0290863943141,0.01214045597,0.0417980890306,0.0235209090905,-0.123372898889,0.0414571468407,0.00945239489969,0.0200294263695,0.0982736159169,-0.0226645298868,0.218693551997,0.117705846623,-0.0327919111868,0.00387336247233,-0.185562328037,-0.185362437598
158,317,5.283333,-0.0127896099991,-0.0272125241368,0.0293840312514,0.0128105405411,0.0449718869678,0.0226626329469,-0.115450313498,0.0450749490503,0.00838518168045,0.020083642556,0.091718374873,-0.0286885404046,0.25549374722,0.0989868790463,-0.0311527948812,-0.000617731126584,-0.206853482667,-0.175001336556
