time_s,qpos_J1_m,qpos_J2_m,qpos_J3_m,qpos_J4_rad,qpos_J5_rad,qpos_J6_rad,qvel_J1_ms,qvel_J2_ms,qvel_J3_ms,qvel_J4_rads,qvel_J5_rads,qvel_J6_rads,qacc_J1_ms2,qacc_J2_ms2,qacc_J3_ms2,qacc_J4_rads2,qacc_J5_rads2,qacc_J6_rads2
5.066667,0.0163077319971,-0.0337284842637,0.0267427216101,0.00866542813147,0.0213461035605,0.0244087602936,-0.143090352261,0.0108660713955,0.016376406131,0.0170892839796,0.120357410396,0.013104375183,-0.00785737476789,0.211508569396,-0.042622488385,0.0274816279719,-0.0520560213377,-0.188972202635
5.083333,0.0139187965746,-0.0335179437004,0.0270102174202,0.00895446600982,0.0233475703749,0.0246010303191,-0.143045330856,0.0143362509248,0.0156719824506,0.0175320938419,0.119383267922,0.00992006922391,0.0132673756668,0.204163883687,-0.0417634175959,0.0255553645791,-0.0646510117988,-0.192387905496
5.100000,0.0115335604696,-0.0332505088026,0.0272660740189,0.00925062478728,0.0253310182895,0.0247396975432,-0.142646980006,0.0176811298183,0.0149820890544,0.0179421838102,0.118198713496,0.0066847799268,0.0344618455011,0.196501910707,-0.0408826183205,0.0235630148953,-0.0772577477916,-0.195077536543
5.116667,0.00915792935754,-0.0329283143957,0.0275105367712,0.00955334935589,0.0272929345205,0.0248240126608,-0.141894620532,0.0208956306459,0.0143070458652,0.0183185123337,0.116803834082,0.00341074452919,0.0556678729255,0.188549022576,-0.0399852112885,0.0215119794967,-0.0898422449815,-0.1970276916
5.133333,0.00679781212462,-0.0325535763758,0.0277438556725,0.00986206825214,0.0292298124912,0.0248534323967,-0.14078854817,0.0239751196813,0.0136470878478,0.018660161621,0.115199287435,0.000110400185296,0.0768268552867,0.180331987486,-0.0390762504847,0.0194096794876,-0.102370125982,-0.198227833844
5.150000,0.00445910453946,-0.0321285842512,0.0279662839402,0.0101761957246,0.0311381614108,0.0248276224411,-0.139330039393,0.0269154127425,0.0130023662846,0.0189663377502,0.113386307724,-0.00320366432268,0.0978799342006,0.171877877276,-0.0381607039154,0.0172635287527,-0.114806732044,-0.198670342165
5.166667,0.00214767285315,-0.0316556935994,0.0281780766298,0.0104951337994,0.0330145159314,0.0247464595728,-0.137521354119,0.0297127794912,0.0123729503679,0.0192363703209,0.111366709288,-0.00651875758375,0.118768182785,0.163213975242,-0.0372434348881,0.0150809068476,-0.12711723706,-0.198350547884
5.183333,-0.000130662619639,-0.0311373184658,0.0283794892794,0.0108182743369,0.0348554458512,0.0246100329595,-0.135365735279,0.032363946197,0.0117588291003,0.0194697116603,0.109142888461,-0.00982213507187,0.13943279435,0.154367684509,-0.0363291838735,0.0128691326309,-0.139266763454,-0.197266759653
5.200000,-0.00237014388603,-0.0305759237274,0.0285707765896,0.0111450010702,0.0366575658327,0.0244186446296,-0.13286740523,0.0348660969792,0.0111599134918,0.0196659355953,0.106717823455,-0.0131010489759,0.159815271878,0.145366437298,-0.0354225510174,0.0106354387344,-0.151220499551,-0.195420276434
5.216667,-0.004565091574,-0.0299740174504,0.0287521911411,0.0114746916208,0.0384175451019,0.0241728091092,-0.130031559004,0.037216873543,0.0105760390442,0.0198247358062,0.10409507227,-0.0163427981463,0.17985761762,0.136237605409,-0.0345279793658,0.00838694696296,-0.162943817985,-0.192815388478
5.233333,-0.00670992109233,-0.0293341432628,0.0289239821572,0.0118067194829,0.0401321170968,0.0238732522275,-0.126864354394,0.0394143734344,0.0100069685078,0.0199459237785,0.10127876863,-0.0195347779576,0.19950252212,0.127008412236,-0.033649738864,0.00613064471037,-0.174402394687,-0.189459366287
5.250000,-0.0087991585987,-0.0286588727694,0.0290863943141,0.01214045597,0.0417980890306,0.0235209090905,-0.123372898889,0.0414571468407,0.00945239489969,0.0200294263695,0.0982736159169,-0.0226645298868,0.218693551997,0.117705846623,-0.0327919111868,0.00387336247233,-0.185562328037,-0.185362437598
5.266667,-0.0108274567237,-0.0279507980317,0.0292396666034,0.0124752721185,0.0434123513374,0.0231169212315,-0.119565233501,0.0433441919705,0.00891194476678,0.0200752830092,0.0950848791331,-0.0257197906078,0.237375335793,0.108356578854,-0.031958375454,0.00162175253012,-0.196390257693,-0.180537752463
5.283333,-0.0127896099991,-0.0272125241368,0.0293840312514,0.0128105405411,0.0449718869678,0.0226626329469,-0.115450313498,0.0450749490503,0.00838518168045,0.020083642556,0.091718374873,-0.0286885404046,0.25549374722,0.0989868790463,-0.0311527948812,-0.000617731126584,-0.206853482667,-0.175001336556
5.300000,-0.0146805699385,-0.0264466618773,0.0295197126984,0.013145637225,0.0464737804996,0.0221595868315,-0.111037986109,0.0466492929822,0.00787160994552,0.0200547598276,0.08818045934,-0.0315590507076,0.272996085134,0.0896225382523,-0.0303786044109,-0.00283885157641,-0.216920078181,-0.16877203289
5.316667,-0.0164954597221,-0.0256558205652,0.0296469266419,0.0134799432702,0.0479152270327,0.0216095185283,-0.106338965261,0.0480675247069,0.00737067850724,0.01998899183,0.0844780144236,-0.0343199305623,0.289831249566,0.0802887924873,-0.0296389993675,-0.00503560638784,-0.226559010846,-0.16187143217
5.333333,-0.018229588434,-0.0248426010001,0.0297658791457,0.0138128465613,0.0492935408362,0.0210143507126,-0.101364803405,0.0493303613261,0.00688178503904,0.0198867937067,0.0806184318713,-0.0369601718414,0.305949913173,0.0710102499555,-0.0289369251725,-0.00720224363786,-0.235740251721,-0.15432379205
5.350000,-0.0198784648062,-0.0240095886123,0.0298767658198,0.014143743371,0.0506061637146,0.020376186334,-0.0961278605319,0.0504389250377,0.00640428019271,0.0197487144335,0.0766095955935,-0.0394691930192,0.321304687471,0.0618108216878,-0.0282750681536,-0.0093332764871,-0.244434886797,-0.146155945625
5.366667,-0.0214378104228,-0.0231593468,0.0299797710716,0.0144720398885,0.051850673064,0.0196973011396,-0.0906412704546,0.0513947309423,0.00593747199282,0.019575392281,0.0724598621487,-0.0418368813311,0.335850283224,0.0527136558072,-0.0276558474768,-0.0114234962779,-0.252615224475,-0.137397199512
5.383333,-0.0229035723383,-0.0222944104798,0.0300750674316,0.0147971536713,0.0530247895875,0.0189801355091,-0.0849189044678,0.0521996737854,0.00548063035621,0.0193675500722,0.0681780394626,-0.0440536331466,0.349543664401,0.0437410756161,-0.0270814082247,-0.0134679841288,-0.260254899594,-0.128079221933
5.400000,-0.0242719350689,-0.0214172798656,0.0301628149563,0.0151185150156,0.054126384641,0.0182272856313,-0.0789753324955,0.0528560136979,0.00503299171735,0.0191259902581,0.0637733638422,-0.0461103923948,0.362344195115,0.0349145216839,-0.0265536156419,-0.0154621210073,-0.267328973605,-0.118235921252
5.416667,-0.0255393319144,-0.0205304144951,0.030243160708,0.0154355682436,0.0551534871813,0.0174414940566,-0.0728257818478,0.0533663610048,0.0045937637399,0.018851589839,0.0592554753521,-0.0479986868844,0.374213779,0.0262544980927,-0.0260740505606,-0.0174015962669,-0.273814030469,-0.10790331545
5.433333,-0.0267024555733,-0.0196362275156,0.0303162383142,0.0157477729045,0.0561042902905,0.0166256396622,-0.0664860937173,0.0537336601722,0.00416213009479,0.018545295155,0.0546343916291,-0.0497106623742,0.385116990482,0.0177805229849,-0.0256440060178,-0.019282414647,-0.279688267887,-0.0971193930598
5.450000,-0.027758268013,-0.0187370802455,0.0303821676077,0.0160546048884,0.0569771572502,0.0157827270672,-0.0599726775548,0.0539611729653,0.00373725528468,0.0182081165738,0.049920480215,-0.0512391142532,0.395021197471,0.00951108353258,-0.0252644850686,-0.0211009017345,-0.284931583487,-0.0859239661401
5.466667,-0.0287040095616,-0.0178352770229,0.0304410543467,0.0163555574498,0.0577706271424,0.0149158755411,-0.0533024634728,0.0540524608927,0.00331828949499,0.0178411230984,0.0451244294947,-0.0525775167047,0.403896674976,0.00146359543528,-0.0249361997955,-0.0228537078997,-0.289525655608,-0.0743585158603
5.483333,-0.0295372071908,-0.0169330603524,0.0304929900166,0.0166501421411,0.0584834199541,0.0140283074457,-0.04649285283,0.0540113670125,0.00290437345155,0.0174454369237,0.0402572183337,-0.0537200492348,0.41171670923,-0.00634563297243,-0.0246595715107,-0.0245378107204,-0.293454018332,-0.0624660313384
5.500000,-0.0302556819584,-0.0160326063606,0.0305380517121,0.0169378896554,0.0591144411647,0.0131233362584,-0.0395616671598,0.053841997178,0.00249464326491,0.0170222279634,0.0353300845136,-0.0546616204589,0.418457691913,-0.0139014319367,-0.0244347321415,-0.0261505159188,-0.29670213044,-0.0502908423767
5.516667,-0.030857555586,-0.0151360205691,0.0305763021011,0.0172183505769,0.0596627857973,0.0122043542208,-0.0325270956114,0.0535487008026,0.00208823524174,0.0165727083741,0.030354492068,-0.0553978890489,0.424099204101,-0.0211897967784,-0.0242615267842,-0.0276894568399,-0.299257438002,-0.0378784467768
5.533333,-0.031341256149,-0.0142453339911,0.030607789467,0.0174910960411,0.0601277419167,0.0112748196624,-0.0254076410771,0.0531360512206,0.00168429064404,0.0160981271006,0.0253420976299,-0.0559252817579,0.428624089621,-0.0281979096404,-0.0241395174106,-0.0291525925074,-0.301109430315,-0.0252753329316
5.550000,-0.0317055228556,-0.0133624995602,0.0306325478313,0.017755718303,0.0605087935569,0.0103382440483,-0.0182220651857,0.052608825726,0.00128196037691,0.0155997644644,0.020304715902,-0.0562410084484,0.432018517519,-0.0349141564792,-0.0240679877016,-0.0305382042985,-0.302249688938,-0.0125287984163
5.566667,-0.0319494099013,-0.0124893888935,0.0306505971527,0.0180118312169,0.060805623067,0.00939817880099,-0.0109893323451,0.051971985366,0.000880409586454,0.0150789268191,0.0152542843671,-0.0563430740636,0.434272033382,-0.041328139315,-0.0240459489826,-0.0318448912862,-0.302671929591,0.000313234686316
5.583333,-0.0320722893811,-0.0116277893933,0.0306619436026,0.0182590706264,0.0610181128616,0.00845820194923,-0.00372855302384,0.0512306545707,0.00047882214963,0.0145369412947,0.010202827361,-0.0562302874936,0.435377599312,-0.0474306837714,-0.0240721472289,-0.0330715643006,-0.30237203673,0.0132024069773
5.600000,-0.0320738532506,-0.0107794016911,0.0306665799146,0.0184970946687,0.0611463465672,0.00752190465379,0.00354107354011,0.0503901006943,7.64050384163e-05,0.0139751506512,0.00516241962999,-0.055902267301,0.435331622381,-0.0532138419525,-0.0241450711047,-0.0342174387683,-0.301348090613,0.0260901106896
5.616667,-0.0319541143268,-0.00994583743173,0.0306644858052,0.018725583993,0.061190609557,0.00659287766479,0.0108003170077,0.0494557135485,-0.000327607458564,0.0133949082608,0.000145149499975,-0.0553594442828,0.434133971438,-0.0586708907277,-0.0242629609982,-0.0352820263926,-0.299600386708,0.0389276796264
5.633333,-0.0317134063249,-0.00912861739971,0.0306556284641,0.0189442418969,0.0611513888679,0.00567469776258,0.0180299737901,0.048432985001,-0.000733949673259,0.0127975732396,-0.00483691821309,-0.0546030608581,0.431787982183,-0.0637963255076,-0.0244238190071,-0.0362651257408,-0.297131447343,0.0516665793198
5.650000,-0.0313523829283,-0.00832916998482,0.0306399631111,0.0191527943829,0.0610293724979,0.00477091423524,0.0252109248868,0.047327488715,-0.00114332066974,0.0121845057436,-0.00977177942228,-0.0536351672848,0.428300450482,-0.0685858496136,-0.0246254198306,-0.0371668118121,-0.293946025498,0.0642585966386
5.666667,-0.0308720158953,-0.00754882998421,0.0306174336154,0.0193509901379,0.0608254480811,0.00388503544569,0.0323241935133,0.0461448601029,-0.00155638054481,0.0115570624482,-0.0146475279859,-0.0524586147215,0.423681613903,-0.0730363593615,-0.0248653225156,-0.0379874246578,-0.290051100684,0.0766560280775
5.683333,-0.0302735922064,-0.00678883773697,0.0305879731762,0.0195386004384,0.060540700943,0.00302051554077,0.039351002323,0.0448907765632,-0.00197374693145,0.0109165922234,-0.0194523927887,-0.0510770451613,0.417945121545,-0.0771459249913,-0.0251408830053,-0.0387275571349,-0.285455866886,0.0888118659657
5.700000,-0.0295587102613,-0.00605033858573,0.0305515050588,0.0197154189854,0.0601764115383,0.00218074135414,0.0462728300282,0.0435709380693,-0.00239599171807,0.0102644320223,-0.0241747745555,-0.0494948782804,0.411107992231,-0.0809137675939,-0.0254492674337,-0.0393880418719,-0.280171712577,0.100679981841
5.716667,-0.0287292751367,-0.00533438265897,0.0305079433847,0.0198812616735,0.0597340522778,0.00136901955423,0.053071467227,0.0421910481764,-0.00282363799557,0.00960190299084,-0.0288032822654,-0.0477172952536,0.403190561221,-0.0843402321983,-0.0257874661071,-0.0399699375317,-0.274212192833,0.112215306249
5.733333,-0.0277874929204,-0.00464192496646,0.0304571939695,0.0200359662952,0.0592152837512,0.000588564087156,0.0597290712457,0.0407567955081,-0.00325715724308,0.00893030681419,-0.0333267690347,-0.0457502196036,0.394216415594,-0.0874267571953,-0.0261523081123,-0.0404745144553,-0.267592993619,0.123374004244
5.750000,-0.0267358641392,-0.00397382579937,0.0303991552066,0.0201793921878,0.0586219503564,-0.000157516036392,0.0662282198097,0.0392738357825,-0.00369696676236,0.00825092230594,-0.0377343673391,-0.0436002951604,0.384212318554,-0.0901758402877,-0.0265404764874,-0.0409032397738,-0.260331888341,0.134113645878
5.766667,-0.0255771763016,-0.0033308514255,0.0303337189911,0.0203114198247,0.0579560753469,-0.000866228562776,0.0725519633598,0.0377477744353,-0.00414342736976,0.00756500225047,-0.0420155234466,-0.0412748612222,0.373208122887,-0.0925910011669,-0.0269485238904,-0.0412577620767,-0.252448686797,0.144393371004
5.783333,-0.0243144955805,-0.00271367506934,0.0302607716807,0.0204319503562,0.0572198553124,-0.00153470937972,0.0786838758353,0.0361841498905,-0.00459684135341,0.006873770504,-0.0461600309364,-0.0387819250162,0.361236673896,-0.0946767411277,-0.0273728886997,-0.0415398957237,-0.243965176675,0.154174047713
5.800000,-0.0229511576607,-0.00212287816558,0.0301801950872,0.0205409051044,0.0564156541078,-0.00216023341907,0.0846081037511,0.0345884175307,-0.00505745070236,0.00617841936006,-0.0501580631793,-0.0361301315719,0.348333702145,-0.0964384998407,-0.0278099114771,-0.0417516048902,-0.234905057802,0.163418423792
5.816667,-0.0214907577838,-0.00155895187409,0.0300918674966,0.0206382250158,0.0555459962495,-0.00274022503589,0.0903094134022,0.03296593441,-0.00552543561312,0.00548010718289,-0.0540002046622,-0.0333287311294,0.334537706388,-0.097882609512,-0.0282558517256,-0.0418949874327,-0.225293869337,0.172091270581
5.833333,-0.0199371400213,-0.00102229884368,0.0299956647112,0.0207238700775,0.0546135597995,-0.00327226782375,0.0957732360339,0.0313219447534,-0.00600091327786,0.00477995631103,-0.0576774810397,-0.0303875442123,0.319889827108,-0.0990162466661,-0.0287069048716,-0.0419722586635,-0.215158910177,0.180159518659
5.850000,-0.0182943858116,-0.000513235211042,0.0298914611091,0.0207978186996,0.053621168759,-0.00375411382839,0.100985710827,0.0296615662784,-0.0064839369576,0.00407905123203,-0.0611813878016,-0.0273169245079,0.304433711117,-0.0998473817932,-0.0291592194013,-0.0419857351195,-0.20452915283,0.18759238483
5.866667,-0.0165668017985,-3.19928209392e-05,0.0297791307178,0.0208600670704,0.0525717849956,-0.00418369212449,0.105933725547,0.0279897773743,-0.00697449534226,0.0033784370275,-0.0645039174509,-0.0241277197042,0.288215367687,-0.10038472711,-0.0296089140813,-0.0419378184116,-0.193435151058,0.194361489888
5.883333,-0.0147589070118,0.000421278346862,0.029658548295,0.0209106284871,0.0514684997302,-0.00455911672258,0.110604954734,0.0263114051664,-0.00747251219835,0.00267911808665,-0.0676375850898,-0.0208312304397,0.271283016753,-0.100637682683,-0.0300520951924,-0.041830979235,-0.181908941623,0.20044096672
5.900000,-0.012875419432,0.000846507559042,0.0295295904139,0.0209495326679,0.0503145246107,-0.00487869377611,0.114987895283,0.0246311144928,-0.00797784630405,0.00198205708474,-0.0705754523183,-0.0174391675334,0.253686929707,-0.100616281171,-0.030484873708,-0.0416677416246,-0.169983940469,0.205807558299
5.916667,-0.010921241983,0.00124370053387,0.0293921365464,0.0209768250485,0.0491131824009,-0.00514092806127,0.119071899319,0.0229533978125,-0.00849029167015,0.00128817422187,-0.073311149356,-0.0139636076651,0.235479263384,-0.100331131437,-0.0309033823462,-0.0414506675291,-0.157694833711,0.21044070521
5.933333,-0.00890144799978,0.00161293648577,0.0292460701404,0.0209925660687,0.0478678973163,-0.00534452870524,0.122847204242,0.021282566063,-0.00900957804407,0.000598346716077,-0.075838895304,-0.0104169476849,0.216713887813,-0.0997933612965,-0.0313037924294,-0.0411823417826,-0.145077463842,0.21432262235
5.950000,-0.00682126621839,0.0019543650253,0.0290912796871,0.0209968304524,0.0465821850372,-0.00548841414152,0.126304959852,0.019622740479,-0.00953537169331,-8.65914564491e-05,-0.0781535164683,-0.00681185773397,0.197446208375,-0.099014559642,-0.0316823304824,-0.0408653575413,-0.132168711539,0.217438364529
5.966667,-0.00468606533876,0.00226820293059,0.0289276597714,0.0209897064847,0.0452596424327,-0.00557171627393,0.129437252463,0.0179778453807,-0.0100672764634,-0.000765849582444,-0.0802504626783,-0.00316123336524,0.177732982994,-0.0980067182135,-0.0320352945051,-0.0405023022561,-0.119006373523,0.219775880712
5.983333,-0.00250133821003,0.00255473080654,0.0287551121042,0.0209712952917,0.0439039370292,-0.00559378383434,0.132237125923,0.0163516019358,-0.0106048351042,-0.00143868000333,-0.0821258215349,0.000521853145894,0.157632135036,-0.0967821732558,-0.0323590698553,-0.0400957442426,-0.1056290369,0.22132605671
6.000000,-0.000272685691432,0.00281428964797,0.028573546529,0.0209417101247,0.0425187962593,-0.00555418492215,0.134698599484,0.0147475228936,-0.0111475308578,-0.0021043776882,-0.0837763305352,0.00422420210558,0.137202562586,-0.095353547313,-0.0326501446801,-0.0396482199087,-0.0920759504569,0.222082746169
6.016667,0.00199419975843,0.00304727732299,0.0283828820002,0.0209010756535,0.0411079965259,-0.00545270871682,0.136816682465,0.0131689082897,-0.0116947893001,-0.00276227959941,-0.0851993870266,0.00793253612462,0.116503944783,-0.0937336914041,-0.032905124836,-0.0391622216936,-0.07838689338,0.222042789749
6.033333,0.00429355070998,0.00325414499269,0.0281830475292,0.0208495272721,0.0396753521183,-0.00528936635829,0.138587385654,0.0116188421094,-0.012245980426,-0.0034117638632,-0.0863930559504,0.0116335500628,0.095596545928,-0.0919356278143,-0.0331207482416,-0.0386401867701,-0.0646020418751,0.221206022455
6.050000,0.00661954155414,0.00343539348304,0.0279739830928,0.0207872104197,0.0382247040183,-0.005064390993,0.140007729434,0.0101001899012,-0.0128004209702,-0.00405224875825,-0.0873560753453,0.0153139609966,0.0745410180647,-0.0899724937325,-0.033293898608,-0.0380844865526,-0.050761834194,0.219575269091
6.066667,0.00896630540175,0.00359156962478,0.0277556405016,0.02071427992,0.0367599086328,-0.00477823698705,0.141075748599,0.00861559732077,-0.0133573769505,-0.00468319153623,-0.0880878595874,0.0189605580122,0.0533982027377,-0.0878574859583,-0.0334216184947,-0.0374974170533,-0.0369068345598,0.217156327911
6.083333,0.0113279510359,0.00372326257661,0.0275279842241,0.0206308993414,0.0352848264918,-0.00443157831079,0.141790493867,0.00716748958939,-0.0139160664245,-0.00530408708855,-0.0885885003528,0.0225602516275,0.0322289326541,-0.0856038068895,-0.0335011216447,-0.0368811901183,-0.0230775965001,0.213957942534
6.100000,0.0136985798619,0.00383110014686,0.0272909921628,0.0205372403807,0.0338033109485,-0.00402530610287,0.142152030073,0.00575807184063,-0.014475662444,-0.00591446647449,-0.0888587652976,0.0261001226484,0.0110938339533,-0.0832246119973,-0.0335298045514,-0.0362379255764,-0.00931452609693,0.209991762281
6.116667,0.0160723027993,0.00391574512816,0.0270446563795,0.0204334822728,0.0323191969216,-0.00356052542468,0.142161431085,0.00438933033085,-0.0150352961979,-0.00651389532587,-0.0889000944571,0.0295674702677,-0.00994687020375,-0.0807329589806,-0.0335052572175,-0.0355696443202,0.00434225433617,0.205272291119
6.133333,0.0184432570621,0.00397789165929,0.0267889837669,0.0203198112272,0.0308362897156,-0.00303855121947,0.14182077145,0.00306303448299,-0.015594060326,-0.0071019721443,-0.0887145943769,0.0329498592178,-0.0308335540202,-0.0781417587839,-0.0334252730665,-0.0348782623413,0.01785304164,0.199816825442
6.150000,0.0208056227726,0.00401826162793,0.0265239966636,0.0201964198942,0.0293583539591,-0.00246090349341,0.141133114811,0.00178073973138,-0.0161510123921,-0.00767832650681,-0.0883050299952,0.0362351657934,-0.0515073807329,-0.0754637286502,-0.0332878579732,-0.0341655857297,0.0311786857525,0.193645380979
6.166667,0.0231536393547,0.00403760112735,0.026249733409,0.0200635068618,0.0278891026958,-0.00182930173904,0.140102499167,0.000543791132267,-0.0167051784993,-0.00824261719611,-0.0876748143035,0.0394116225664,-0.0719104908802,-0.0727113473673,-0.0330912383824,-0.0334333066457,0.0442807217056,0.186780609149
6.183333,0.0254816216557,0.00403667697944,0.0259662488382,0.019921276184,0.0264321866674,-0.00114565862437,0.138733919007,-0.000646672297991,-0.0172555570342,-0.00879453027171,-0.0868279958251,0.042467861617,-0.0919861865008,-0.0698968128553,-0.0328338684892,-0.0326830002658,0.0571214991825,0.179247703226
6.200000,0.0277839757442,0.00401627333602,0.0256736147122,0.0197699369419,0.0249911838232,-0.000412072973784,0.137033304415,-0.00178971255703,-0.0178011225217,-0.00933377709825,-0.0857692439525,0.0453929561181,-0.111679110612,-0.0670320022285,-0.0325144364579,-0.0319161226969,0.0696643091485,0.171074294741
6.216667,0.0300552143345,0.00397718836949,0.0253719200835,0.0196097028379,0.0235695890919,0.000369177930452,0.135007497225,-0.00288458698538,-0.0183408295766,-0.00986009234695,-0.0845038322003,0.0481764601103,-0.130935421332,-0.0641284344508,-0.0321318696615,-0.0311340098523,0.0818735070806,0.162290340541
6.233333,0.0322899717882,0.00392023106325,0.025061271595,0.0194407918232,0.02217080445,0.00119564669448,0.132664224313,-0.00393074199436,-0.0188736169335,-0.0103732319862,-0.0830376194311,0.0508084463172,-0.149702960041,-0.0611972356913,-0.0316853389272,-0.0303378772718,0.0937146323343,0.152928001022
6.250000,0.0344830186481,0.00384621811146,0.0247417937112,0.0192634257595,0.0207981293202,0.00206472477315,0.130012068134,-0.0049278062387,-0.0193984115401,-0.0108729712771,-0.081377029125,0.0532795418582,-0.167931412989,-0.0582491074727,-0.0311742617767,-0.029528820868,0.105154523198,0.143021510028
6.266667,0.0366292756567,0.00375597093716,0.0244136288799,0.0190778301128,0.0194547513313,0.00297365200795,0.127060434629,-0.00587558328134,-0.0199141326951,-0.0113591027885,-0.0795290267665,0.055580961723,-0.185572465788,-0.0552942976871,-0.0305983046568,-0.0287078185734,0.116161427208,0.132607036998
6.283333,0.0387238272189,0.00365031283675,0.0240769376259,0.0188842336814,0.0181437374713,0.00391952670435,0.123819518605,-0.00677404379873,-0.0204196962157,-0.0118314344477,-0.0775010954327,0.0577045398842,-0.202579950266,-0.0523425745459,-0.0299573841568,-0.0278757328575,0.126705106306,0.12172254191
6.300000,0.0407619342657,0.00353006625803,0.0237318985738,0.0186828683552,0.0168680256623,0.00489931620788,0.12030026674,-0.00762331737604,-0.020914018617,-0.0122897876393,-0.0753012096717,0.0596427579329,-0.218909983169,-0.049403203508,-0.0292516672157,-0.0270333140818,0.136756936446,0.110407623677
6.316667,0.0427390464817,0.00339605021834,0.0233787084013,0.0184739689065,0.0156304167846,0.00590986793697,0.116514338335,-0.00842368394235,-0.0213960212857,-0.0127339953674,-0.072937807767,0.0613887711321,-0.234521096251,-0.0464849272232,-0.0284815703247,-0.0261812046518,0.146290001293,0.0987033625858
6.333333,0.0446508138601,0.00324907786833,0.0230175817237,0.0182577728108,0.0144335671773,0.00694792082849,0.112474063974,-0.00917556489625,-0.0218646346331,-0.0131639004933,-0.0704197624892,0.0629364317955,-0.249374357311,-0.0435959485081,-0.027647757736,-0.0253199439248,0.155279179638,0.0866521574817
6.350000,0.0464930975503,0.0030899542061,0.0226487509085,0.0180345200964,0.0132799816385,0.00801011715064,0.108192402244,-0.00987951397269,-0.022318802209,-0.0135793540609,-0.0677563504434,0.0642803099088,-0.263433481775,-0.0407439163588,-0.026751138692,-0.0244499738255,0.163701226234,0.0742975583438
6.366667,0.0482619799688,0.00291947394565,0.0222724658221,0.017804453221,0.0121720069486,0.00909301463666,0.103682894669,-0.0105362079015,-0.0227574847628,-0.0139802137218,-0.0649572201239,0.0654157109217,-0.276664934467,-0.0379359149925,-0.0257928636922,-0.0235716451209,0.171534845732,0.0616840949684
6.383333,0.0499537741428,0.00273841954264,0.0218889935092,0.017567816974,0.0111118259369,0.0101930988915,0.0989596190303,-0.0111464369081,-0.0231796642323,-0.01436634227,-0.062032358794,0.066338690653,-0.289038021242,-0.0351784558923,-0.0247743198208,-0.0226852242993,0.178760759462,0.0488571024604
6.400000,0.0515650322637,0.00254755937971,0.0214986178066,0.0173248584018,0.0101014521093,0.0113067960227,0.0940371412471,-0.0117110951064,-0.0235843476489,-0.0147376062962,-0.0589920583129,0.0670460672605,-0.300524970193,-0.0324774728197,-0.0236971251599,-0.0217909009981,0.185361764804,0.035862544257
6.416667,0.0530925534253,0.00234764611277,0.0211016388922,0.0170758267549,0.00914272485568,0.0124304854469,0.0889304659841,-0.0122311708325,-0.0239705709409,-0.0150938749702,-0.0558468800339,0.0675354302406,-0.311101002184,-0.0298383197436,-0.0225631223172,-0.0208887959214,0.191322786938,0.0227468334089
6.433333,0.0545333905282,0.00213941517877,0.0206983727714,0.016820973454,0.00823730524907,0.0135605128209,0.0836549861774,-0.0127077369684,-0.0243374026214,-0.0154350189595,-0.0526076189043,0.0678051464355,-0.320744390525,-0.0272657716221,-0.0213743711014,-0.019978969185,0.196630922794,0.0095566528545
6.450000,0.0558848563349,0.00192358346486,0.0202891507038,0.0165605520732,0.00738667245047,0.0146932030484,0.0782264316535,-0.013141941301,-0.0246839473484,-0.0157609094895,-0.0492852668976,0.0678543630355,-0.329436509596,-0.0247640279622,-0.0201331403803,-0.0190614290284,0.201275477037,-0.00366122458126
6.466667,0.0571445286589,0.00170084813774,0.0198743185704,0.0162948183371,0.00659212072862,0.0158248733119,0.0726608170304,-0.0135349969641,-0.0250093493406,-0.0160714175529,-0.0458909759121,0.0676830075804,-0.337161872338,-0.0223367190695,-0.0188418991601,-0.0181361408252,0.205247989975,-0.0168601157303
6.483333,0.0583102546815,0.00147188563175,0.0194542361861,0.0160240301309,0.0058547571027,0.016951846079,0.0669743890858,-0.0138881730063,-0.0253127956397,-0.0163664132706,-0.0424360202719,0.0672917849714,-0.343908156503,-0.0199869148896,-0.0175033069289,-0.0172030363301,0.208542257289,-0.0299936054396
6.500000,0.0593801543849,0.00123735079293,0.0190292765588,0.0157484475185,0.00517549961339,0.0180704620351,0.0611835737814,-0.0142027851267,-0.0255935192045,-0.016645765409,-0.0389317589674,0.0666821715209,-0.349666219652,-0.0177171363316,-0.016120203306,-0.0162620230935,0.211154341534,-0.0430157230246
6.516667,0.0603526231006,0.000997876176129,0.0185998250978,0.0154683327685,0.00455507622559,0.0191770928909,0.0553049231309,-0.0144801866206,-0.0258508018275,-0.016909341055,-0.0353895977718,0.0658564060769,-0.3544301029,-0.0155293689554,-0.0146955970472,-0.0153129939769,0.21308257538,-0.0558811161095
6.533333,0.0612263331703,0.000754071491275,0.018166278776,0.0151839503836,0.00399402436358,0.0202681540192,0.0493550620985,-0.0147217595717,-0.0260839768622,-0.017157005451,-0.0318209513738,0.0648174782724,-0.358197023468,-0.0134250788936,-0.0132326544515,-0.0143558367031,0.214327556599,-0.0685452211593
6.550000,0.0620002347217,0.000506523194298,0.0177290452473,0.0148955671319,0.00349269107735,0.0213401168706,0.0433506357153,-0.0149289063282,-0.0262924317532,-0.0173886219883,-0.0282372056615,0.0635691139595,-0.360967356128,-0.011405230873,-0.011734687223,-0.0133904433742,0.214892134835,-0.0809644300255
