id,aabb_scale,total_mass,cx,cy,cz,ixx,iyy,izz,ixy,iyz,izx,pixx,piyy,pizz,rx,ry,rz
stanford-bunny-solid-model,0.04317787370503988,0.31014245896196796,0.002274246862590797,0.006786936880396376,-0.012839271362567791,0.00012823951622193568,0.00020794788387974906,0.00015862033039028191,-1.3245827301789787E-06,3.257387754009511E-06,-4.0235419961359454E-05,0.0001004170923139814,0.00020848764395418404,0.00018590299422380108,-0.18720758907929858,0.5980622769512579,-0.09906408417942926
component_name,mass,mass_density
bunny:1,0.31014245896196796,2.40731172249E-09
