id,aabb_scale,total_mass,cx,cy,cz,ixx,iyy,izz,ixy,iyz,izx,pixx,piyy,pizz,rx,ry,rz
ikea-glass,0.04950163465870567,0.09452054649268908,-1.2932013004327985E-07,-1.623223759345006E-07,-0.009306581348458768,0.0001533876980281757,0.00015338765512674875,0.0001044264882449943,1.957421132244957E-11,4.666833300293774E-10,3.827228612558633E-10,0.00015338770562243635,0.00015338764753992815,0.00010442648823755437,-9.531701047769394E-06,7.816834430726803E-06,-0.3698995889284265
component_name,mass,mass_density
glass_ikea:1,0.09452054649268908,1.2000000000000004E-09
